_dt,location,trend,tweet_volume
2020-07-02T00:02:01Z,Raleigh,Joss Whedon,24906
2020-07-02T00:02:01Z,Richmond,Joss Whedon,25109
2020-07-02T00:02:01Z,St. Louis,Joss Whedon,25109
2020-07-02T00:02:01Z,Providence,Joss Whedon,24906
2020-07-02T00:02:02Z,Fresno,Joss Whedon,24906
2020-07-02T01:00:45Z,Las Palmas,Whedon,33824
2020-07-02T01:00:46Z,Mesa,Joss Whedon,27296
2020-07-02T01:00:46Z,Miami,Joss Whedon,27456
2020-07-02T01:00:46Z,Austin,Joss Whedon,27456
2020-07-02T01:00:46Z,Edmonton,joss whedon,27296
2020-07-02T01:00:46Z,Milwaukee,Joss Whedon,27296
2020-07-02T01:00:46Z,Birmingham,Joss Whedon,27456
2020-07-02T01:00:46Z,Cincinnati,Joss Whedon,27296
2020-07-02T01:00:46Z,Minneapolis,Joss Whedon,27296
2020-07-02T01:00:48Z,El Paso,Joss Whedon,27296
2020-07-02T01:00:48Z,Houston,Joss Whedon,27296
2020-07-02T01:00:48Z,Cleveland,Joss Whedon,27296
2020-07-02T01:00:48Z,Jacksonville,Joss Whedon,27296
2020-07-02T01:00:48Z,Colorado Springs,Joss Whedon,27296
2020-07-02T01:00:48Z,Dallas-Ft. Worth,Joss Whedon,27296
2020-07-02T01:00:49Z,Omaha,Joss Whedon,27296
2020-07-02T01:00:49Z,Tampa,Joss Whedon,27296
2020-07-02T01:00:49Z,Phoenix,Joss Whedon,27456
2020-07-02T01:00:54Z,Quebec,Whedon,34013
2020-07-02T01:00:56Z,Murcia,Whedon,34013
2020-07-02T01:00:56Z,Barcelona,Whedon,33824
2020-07-02T01:00:58Z,Boston,Joss Whedon,27296
2020-07-02T01:00:58Z,Raleigh,Joss Whedon,27296
2020-07-02T01:00:58Z,Las Vegas,Joss Whedon,27296
2020-07-02T01:00:58Z,Greensboro,Joss Whedon,27296
2020-07-02T01:00:58Z,Kansas City,Joss Whedon,27296
2020-07-02T01:00:58Z,Tallahassee,Joss Whedon,27296
2020-07-02T01:00:59Z,Toronto,joss whedon,27296
2020-07-02T01:00:59Z,San Jose,Joss Whedon,27456
2020-07-02T01:00:59Z,Winnipeg,joss whedon,27296
2020-07-02T01:01:00Z,Vancouver,joss whedon,27296
2020-07-02T01:01:01Z,Palma,Whedon,34013
2020-07-02T01:01:01Z,Spain,Whedon,33824
2020-07-02T01:01:01Z,Bilbao,Whedon,33824
2020-07-02T01:01:01Z,Madrid,Whedon,33824
2020-07-02T01:01:01Z,Ottawa,joss whedon,27296
2020-07-02T01:01:01Z,Harrisburg,Joss Whedon,27296
2020-07-02T01:01:02Z,Tucson,Joss Whedon,27296
2020-07-02T01:01:02Z,Calgary,joss whedon,27296
2020-07-02T01:01:02Z,Pittsburgh,Joss Whedon,27296
2020-07-02T01:01:02Z,Salt Lake City,Joss Whedon,27296
2020-07-02T01:01:02Z,Virginia Beach,Joss Whedon,27456
2020-07-02T01:01:04Z,Richmond,Joss Whedon,27296
2020-07-02T01:01:04Z,Baltimore,Joss Whedon,27296
2020-07-02T01:01:05Z,Denver,Joss Whedon,27456
2020-07-02T01:01:05Z,Atlanta,Joss Whedon,27296
2020-07-02T01:01:05Z,Detroit,Joss Whedon,27296
2020-07-02T01:01:05Z,Columbus,Joss Whedon,27296
2020-07-02T01:01:05Z,Honolulu,Joss Whedon,27296
2020-07-02T01:01:05Z,Albuquerque,Joss Whedon,27456
2020-07-02T01:01:09Z,Fresno,Joss Whedon,27296
2020-07-02T01:01:09Z,Jackson,Joss Whedon,27296
2020-07-02T01:01:10Z,Norfolk,Joss Whedon,27296
2020-07-02T01:01:10Z,Seattle,Joss Whedon,27296
2020-07-02T01:01:10Z,Montreal,Whedon,34013
2020-07-02T01:01:10Z,Providence,Joss Whedon,27456
2020-07-02T01:01:10Z,Los Angeles,Joss Whedon,27296
2020-07-02T01:01:11Z,Portland,Joss Whedon,27296
2020-07-02T01:01:11Z,Sacramento,Joss Whedon,27296
2020-07-02T01:01:11Z,Oklahoma City,Joss Whedon,27296
2020-07-02T01:01:12Z,Zaragoza,Whedon,33824
2020-07-02T01:01:42Z,Memphis,Joss Whedon,27296
2020-07-02T01:01:42Z,New York,Joss Whedon,27296
2020-07-02T01:01:42Z,Baton Rouge,Joss Whedon,27296
2020-07-02T01:01:48Z,Malaga,Whedon,34013
2020-07-02T01:01:48Z,Seville,Whedon,33824
2020-07-02T01:01:48Z,Valencia,Whedon,34013
2020-07-02T01:01:53Z,Chicago,Joss Whedon,27456
2020-07-02T01:01:53Z,Charlotte,Joss Whedon,27456
2020-07-02T01:01:53Z,San Diego,Joss Whedon,27456
2020-07-02T01:01:53Z,New Orleans,Joss Whedon,27296
2020-07-02T01:01:53Z,Indianapolis,Joss Whedon,27456
2020-07-02T01:01:53Z,Philadelphia,Joss Whedon,27296
2020-07-02T01:01:54Z,San Antonio,Joss Whedon,27296
2020-07-02T01:01:54Z,San Francisco,Joss Whedon,27296
2020-07-02T01:01:58Z,Nashville,Joss Whedon,27296
2020-07-02T01:01:58Z,Louisville,Joss Whedon,27456
2020-07-02T01:01:59Z,New Haven,Joss Whedon,27296
2020-07-02T01:01:59Z,Washington,Joss Whedon,27456
2020-07-02T01:02:01Z,Orlando,Joss Whedon,27296
2020-07-02T01:02:01Z,Long Beach,Joss Whedon,27296
2020-07-02T01:02:02Z,St. Louis,Joss Whedon,27456
2020-07-02T01:02:03Z,Canada,Whedon,34013
2020-07-02T01:02:04Z,United States,Joss Whedon,27296
2020-07-02T02:00:09Z,Winnipeg,Whedon,35603
2020-07-02T02:00:09Z,Vancouver,Whedon,35715
2020-07-02T02:00:10Z,Bilbao,Whedon,35603
2020-07-02T02:00:10Z,Valencia,Whedon,35603
2020-07-02T02:00:10Z,Zaragoza,Whedon,35603
2020-07-02T02:00:10Z,Las Palmas,Whedon,35603
2020-07-02T02:00:11Z,Murcia,Whedon,35603
2020-07-02T02:00:11Z,Liverpool,Joss Whedon,28830
2020-07-02T02:00:11Z,Newcastle,Joss Whedon,28830
2020-07-02T02:00:12Z,Spain,Whedon,35603
2020-07-02T02:00:13Z,Leeds,Joss Whedon,28830
2020-07-02T02:00:13Z,London,Joss Whedon,28830
2020-07-02T02:00:13Z,Preston,Joss Whedon,28923
2020-07-02T02:00:13Z,Blackpool,Joss Whedon,28830
2020-07-02T02:00:13Z,Manchester,Joss Whedon,28830
2020-07-02T02:00:15Z,Calgary,Whedon,35603
2020-07-02T02:00:15Z,Cardiff,Joss Whedon,28830
2020-07-02T02:00:20Z,Madrid,Whedon,35715
2020-07-02T02:00:20Z,Seville,Whedon,35603
2020-07-02T02:00:26Z,Coventry,Joss Whedon,28830
2020-07-02T02:00:26Z,Barcelona,Whedon,35603
2020-07-02T02:00:26Z,Edinburgh,Joss Whedon,28830
2020-07-02T02:00:34Z,Nottingham,Joss Whedon,28923
2020-07-02T02:00:35Z,Bournemouth,Joss Whedon,28830
2020-07-02T02:00:45Z,Malaga,Whedon,35603
2020-07-02T02:00:54Z,Quebec,Whedon,35603
2020-07-02T02:00:54Z,Brighton,Joss Whedon,28830
2020-07-02T02:00:54Z,Montreal,Whedon,35603
2020-07-02T02:00:54Z,Plymouth,Joss Whedon,28830
2020-07-02T02:00:55Z,Hull,Joss Whedon,28830
2020-07-02T02:00:55Z,Ottawa,Whedon,35603
2020-07-02T02:00:55Z,Belfast,Joss Whedon,28830
2020-07-02T02:00:55Z,Toronto,Whedon,35603
2020-07-02T02:00:55Z,Birmingham,Joss Whedon,28830
2020-07-02T02:00:55Z,Portsmouth,Joss Whedon,28830
2020-07-02T02:01:00Z,Canada,Whedon,35715
2020-07-02T02:01:19Z,Derby,Joss Whedon,28923
2020-07-02T02:01:26Z,United Kingdom,Joss Whedon,28830
2020-07-02T02:01:27Z,Palma,Whedon,35715
2020-07-02T02:01:40Z,Bristol,Joss Whedon,28830
2020-07-02T02:01:40Z,Edmonton,Whedon,35715
2020-07-02T02:02:39Z,Glasgow,Joss Whedon,28830
2020-07-02T03:00:41Z,Ottawa,Whedon,36977
2020-07-02T03:00:41Z,Toronto,Whedon,36977
2020-07-02T03:00:41Z,Winnipeg,Whedon,36977
2020-07-02T03:00:42Z,Leeds,Joss Whedon,29974
2020-07-02T03:00:42Z,Montreal,Whedon,36977
2020-07-02T03:00:42Z,Blackpool,Joss Whedon,29974
2020-07-02T03:00:42Z,Vancouver,Whedon,36977
2020-07-02T03:00:43Z,Hull,Joss Whedon,29974
2020-07-02T03:00:43Z,Quebec,Whedon,36977
2020-07-02T03:00:43Z,Liverpool,Joss Whedon,29974
2020-07-02T03:00:43Z,Manchester,Joss Whedon,29974
2020-07-02T03:00:46Z,London,Joss Whedon,29974
2020-07-02T03:00:46Z,Swansea,Joss Whedon,29974
2020-07-02T03:00:46Z,Portsmouth,Joss Whedon,29974
2020-07-02T03:00:54Z,Brighton,Joss Whedon,29974
2020-07-02T03:00:54Z,Coventry,Joss Whedon,29974
2020-07-02T03:00:54Z,Middlesbrough,Joss Whedon,29974
2020-07-02T03:00:55Z,Plymouth,Joss Whedon,30046
2020-07-02T03:00:57Z,Bilbao,Whedon,36977
2020-07-02T03:00:57Z,Seville,Whedon,36977
2020-07-02T03:00:57Z,Barcelona,Whedon,37061
2020-07-02T03:00:58Z,Zaragoza,Whedon,36977
2020-07-02T03:00:59Z,Bristol,Joss Whedon,29974
2020-07-02T03:00:59Z,Edmonton,Whedon,37061
2020-07-02T03:00:59Z,Edinburgh,Joss Whedon,29974
2020-07-02T03:00:59Z,Birmingham,Joss Whedon,29974
2020-07-02T03:00:59Z,Bournemouth,Joss Whedon,30046
2020-07-02T03:01:00Z,Derby,Joss Whedon,29974
2020-07-02T03:01:00Z,Calgary,Whedon,36977
2020-07-02T03:01:00Z,Glasgow,Joss Whedon,29974
2020-07-02T03:01:00Z,Leicester,Joss Whedon,29974
2020-07-02T03:01:00Z,Nottingham,Joss Whedon,29974
2020-07-02T03:01:01Z,Murcia,Whedon,36977
2020-07-02T03:01:01Z,Belfast,Joss Whedon,29974
2020-07-02T03:01:01Z,Stoke-on-Trent,Joss Whedon,29974
2020-07-02T03:01:16Z,Spain,Whedon,37061
2020-07-02T03:01:20Z,United Kingdom,Joss Whedon,29974
2020-07-02T03:01:29Z,Cardiff,Joss Whedon,30046
2020-07-02T03:01:29Z,Preston,Joss Whedon,29974
2020-07-02T03:01:29Z,Newcastle,Joss Whedon,29974
2020-07-02T03:01:29Z,Sheffield,Joss Whedon,30046
2020-07-02T03:01:47Z,Madrid,Whedon,37061
2020-07-02T03:01:47Z,Las Palmas,Whedon,37061
2020-07-02T03:01:49Z,Malaga,Whedon,36977
2020-07-02T03:01:50Z,Palma,Whedon,36977
2020-07-02T03:01:56Z,Canada,Whedon,37061
2020-07-02T03:01:57Z,Valencia,Whedon,36977
2020-07-02T04:00:13Z,Quebec,Whedon,38100
2020-07-02T04:00:13Z,Calgary,Whedon,38100
2020-07-02T04:00:13Z,Toronto,Whedon,38100
2020-07-02T04:00:13Z,Montreal,Whedon,38100
2020-07-02T04:00:17Z,Spain,Whedon,38100
2020-07-02T04:00:18Z,Canada,Whedon,38100
2020-07-02T04:00:25Z,Ottawa,Whedon,38100
2020-07-02T04:00:25Z,Winnipeg,Whedon,38100
2020-07-02T04:00:31Z,Murcia,Whedon,38100
2020-07-02T04:00:31Z,Seville,Whedon,38189
2020-07-02T04:00:31Z,Vancouver,Whedon,38100
2020-07-02T04:00:31Z,Las Palmas,Whedon,38100
2020-07-02T04:00:48Z,Bilbao,Whedon,38100
2020-07-02T04:01:05Z,Barcelona,Whedon,38100
2020-07-02T04:01:07Z,Valencia,Whedon,38189
2020-07-02T04:01:25Z,Edmonton,Whedon,38100
2020-07-02T04:01:27Z,Malaga,Whedon,38100
2020-07-02T04:01:27Z,Zaragoza,Whedon,38100
2020-07-02T04:01:29Z,Palma,Whedon,38100
2020-07-02T04:01:29Z,Madrid,Whedon,38100
2020-07-02T05:01:52Z,Quebec,Whedon,39190
2020-07-02T05:02:29Z,Toronto,Whedon,39129
2020-07-02T05:02:46Z,Canada,Whedon,39129
2020-07-02T05:02:59Z,Ottawa,Whedon,39129
2020-07-02T05:02:59Z,Montreal,Whedon,39190
2020-07-02T05:02:59Z,Winnipeg,Whedon,39190
2020-07-02T05:03:14Z,Calgary,Whedon,39190
2020-07-02T05:03:14Z,Edmonton,Whedon,39190
2020-07-02T05:03:14Z,Vancouver,Whedon,39190
2020-07-02T06:02:58Z,Ottawa,Whedon,39866
2020-07-02T06:02:58Z,Calgary,Whedon,39866
2020-07-02T06:02:58Z,Toronto,Whedon,39919
2020-07-02T06:02:58Z,Vancouver,Whedon,39866
2020-07-02T06:02:59Z,Quebec,Whedon,39919
2020-07-02T06:03:00Z,Edmonton,Whedon,39919
2020-07-02T06:03:00Z,Montreal,Whedon,39919
2020-07-02T06:04:30Z,Canada,Whedon,39919
2020-07-02T06:04:39Z,Winnipeg,Whedon,39919
2020-07-02T08:00:18Z,Vancouver,Joss Whedon,33379
2020-07-02T08:00:21Z,Winnipeg,Joss Whedon,33419
2020-07-02T08:00:31Z,Canada,Joss Whedon,33379
2020-07-02T08:00:45Z,Calgary,Joss Whedon,33379
2020-07-02T08:00:45Z,Montreal,Joss Whedon,33419
2020-07-02T08:00:55Z,Ottawa,Joss Whedon,33379
2020-07-02T08:01:24Z,Quebec,Joss Whedon,33379
2020-07-02T08:01:24Z,Toronto,Joss Whedon,33379
2020-07-02T08:01:24Z,Edmonton,Joss Whedon,33419
2020-07-02T09:00:30Z,Calgary,Joss Whedon,33809
2020-07-02T09:00:31Z,Ottawa,Joss Whedon,33781
2020-07-02T09:00:31Z,Quebec,Joss Whedon,33781
2020-07-02T09:00:39Z,Toronto,Joss Whedon,33781
2020-07-02T09:00:39Z,Winnipeg,Joss Whedon,33781
2020-07-02T09:00:40Z,Montreal,Joss Whedon,33781
2020-07-02T09:01:14Z,Edmonton,Joss Whedon,33781
2020-07-02T09:01:28Z,Canada,Joss Whedon,33809
2020-07-02T09:01:50Z,Vancouver,Joss Whedon,33781
2020-07-02T10:00:22Z,Edmonton,Joss Whedon,34123
2020-07-02T10:00:27Z,Quebec,Joss Whedon,34123
2020-07-02T10:00:45Z,Calgary,Joss Whedon,34123
2020-07-02T10:00:59Z,Spain,Whedon,42023
2020-07-02T10:01:05Z,Canada,Joss Whedon,34151
2020-07-02T10:01:15Z,Winnipeg,Joss Whedon,34123
2020-07-02T10:01:18Z,Ottawa,Joss Whedon,34123
2020-07-02T10:01:18Z,Montreal,Joss Whedon,34151
2020-07-02T10:01:34Z,Vancouver,Joss Whedon,34123
2020-07-02T10:01:41Z,Toronto,Joss Whedon,34123
2020-07-02T10:01:43Z,Palma,Whedon,42062
2020-07-02T10:01:43Z,Las Palmas,Whedon,42062
2020-07-02T11:00:42Z,Vancouver,Joss Whedon,34443
2020-07-02T11:00:57Z,Canada,Joss Whedon,34471
2020-07-02T11:00:59Z,Ottawa,Joss Whedon,34443
2020-07-02T11:00:59Z,Edmonton,Joss Whedon,34471
2020-07-02T11:00:59Z,Montreal,Joss Whedon,34443
2020-07-02T11:01:00Z,Quebec,Joss Whedon,34471
2020-07-02T11:01:00Z,Winnipeg,Joss Whedon,34443
2020-07-02T11:01:35Z,Calgary,Joss Whedon,34471
2020-07-02T11:01:50Z,Toronto,Joss Whedon,34471
2020-07-02T12:00:17Z,Vancouver,Joss Whedon,34862
2020-07-02T12:00:34Z,Calgary,Joss Whedon,34862
2020-07-02T12:00:45Z,Quebec,Joss Whedon,34862
2020-07-02T12:00:45Z,Toronto,Joss Whedon,34862
2020-07-02T12:00:45Z,Montreal,Joss Whedon,34862
2020-07-02T12:01:01Z,Canada,Joss Whedon,34862
2020-07-02T12:01:30Z,Ottawa,Joss Whedon,34905
2020-07-02T12:01:30Z,Edmonton,Joss Whedon,34862
2020-07-02T12:01:31Z,Winnipeg,Joss Whedon,34862
2020-07-02T13:02:04Z,Canada,joss whedon,35431
2020-07-02T13:02:15Z,Ottawa,joss whedon,35388
2020-07-02T13:02:15Z,Toronto,joss whedon,35388
2020-07-02T13:02:16Z,Quebec,joss whedon,35431
2020-07-02T13:02:16Z,Calgary,joss whedon,35388
2020-07-02T13:02:16Z,Vancouver,joss whedon,35388
2020-07-02T13:02:19Z,Winnipeg,joss whedon,35431
2020-07-02T13:02:29Z,Edmonton,joss whedon,35431
2020-07-02T13:02:29Z,Montreal,joss whedon,35431
2020-07-21T05:00:50Z,Belém,Joss Whedon,
2020-07-21T05:00:51Z,Campinas,Joss Whedon,
2020-07-21T05:00:51Z,Curitiba,Joss Whedon,
2020-07-21T05:00:51Z,Goiânia,Joss Whedon,
2020-07-21T05:00:51Z,Brasília,Joss Whedon,
2020-07-21T05:00:52Z,Manaus,Joss Whedon,
2020-07-21T05:00:52Z,Rio de Janeiro,Joss Whedon,
2020-07-21T05:00:53Z,Porto Alegre,Joss Whedon,
2020-07-21T05:01:07Z,Salvador,Joss Whedon,
2020-07-21T05:01:07Z,Belo Horizonte,Joss Whedon,
2020-07-21T05:01:08Z,Guarulhos,Joss Whedon,
2020-07-21T05:01:26Z,São Paulo,Joss Whedon,
2020-07-21T05:01:45Z,Recife,Joss Whedon,
2020-07-21T05:01:45Z,Fortaleza,Joss Whedon,
2020-07-21T05:01:45Z,São Luís,Joss Whedon,
2020-07-21T05:02:21Z,Brazil,Joss Whedon,
2020-07-21T07:00:23Z,Guarulhos,Joss Whedon,
2020-07-21T07:00:24Z,Recife,Joss Whedon,
2020-07-21T07:00:24Z,Goiânia,Joss Whedon,
2020-07-21T07:00:24Z,Porto Alegre,Joss Whedon,
2020-07-21T07:00:45Z,Salvador,Joss Whedon,
2020-07-21T07:01:02Z,Curitiba,Joss Whedon,
2020-07-21T07:01:04Z,Rio de Janeiro,Joss Whedon,
2020-07-21T07:01:06Z,Campinas,Joss Whedon,
2020-07-21T07:01:06Z,São Luís,Joss Whedon,
2020-07-21T07:01:13Z,Brazil,Joss Whedon,
2020-07-21T07:01:19Z,Belém,Joss Whedon,
2020-07-21T07:01:19Z,Brasília,Joss Whedon,
2020-07-21T07:01:19Z,Belo Horizonte,Joss Whedon,
2020-07-21T07:01:20Z,Manaus,Joss Whedon,
2020-07-21T07:01:20Z,Fortaleza,Joss Whedon,
2020-07-21T07:02:01Z,São Paulo,Joss Whedon,
2021-02-10T17:00:12Z,Quebec,Joss Whedon,
2021-02-10T17:00:12Z,Atlanta,Joss Whedon,
2021-02-10T17:00:13Z,Mesa,Joss Whedon,
2021-02-10T17:00:13Z,Jackson,Joss Whedon,
2021-02-10T17:00:13Z,Memphis,Joss Whedon,
2021-02-10T17:00:13Z,Edmonton,Joss Whedon,
2021-02-10T17:00:13Z,Richmond,Joss Whedon,
2021-02-10T17:00:13Z,Harrisburg,Joss Whedon,
2021-02-10T17:00:13Z,Albuquerque,Joss Whedon,
2021-02-10T17:00:14Z,Canada,Joss Whedon,
2021-02-10T17:00:14Z,Sacramento,Joss Whedon,
2021-02-10T17:00:14Z,Puerto Rico,Joss Whedon,
2021-02-10T17:00:15Z,Washington,Joss Whedon,
2021-02-10T17:00:20Z,Sheffield,Joss Whedon,
2021-02-10T18:00:10Z,Manaus,Joss Whedon,11362
2021-02-10T18:00:10Z,Montpellier,Joss Whedon,11362
2021-02-10T18:00:11Z,Rennes,Joss Whedon,11362
2021-02-10T18:00:12Z,Coventry,Joss Whedon,11362
2021-02-10T18:00:12Z,Winnipeg,Joss Whedon,11186
2021-02-10T18:00:12Z,Vancouver,Joss Whedon,11186
2021-02-10T18:00:13Z,London,Joss Whedon,11362
2021-02-10T18:00:13Z,Glasgow,Joss Whedon,11362
2021-02-10T18:00:13Z,Manchester,Joss Whedon,11186
2021-02-10T18:00:13Z,Portsmouth,Joss Whedon,11186
2021-02-10T18:00:13Z,Stoke-on-Trent,Joss Whedon,11186
2021-02-10T18:00:14Z,São Luís,Joss Whedon,11362
2021-02-10T18:00:15Z,Cork,Joss Whedon,11186
2021-02-10T18:00:15Z,Spain,Joss Whedon,11362
2021-02-10T18:00:15Z,Malaga,Joss Whedon,11362
2021-02-10T18:00:15Z,Bordeaux,Joss Whedon,11362
2021-02-10T18:00:16Z,Murcia,Joss Whedon,11362
2021-02-10T18:00:22Z,Hull,Joss Whedon,11362
2021-02-10T18:00:22Z,Edmonton,Joss Whedon,11362
2021-02-10T18:00:22Z,Worldwide,Joss Whedon,11362
2021-02-10T19:00:27Z,Toronto,Joss Whedon,18706
2021-02-10T19:00:27Z,Goiânia,Joss Whedon,18706
2021-02-10T19:00:28Z,Galway,Joss Whedon,18706
2021-02-10T19:00:28Z,Rennes,Joss Whedon,18706
2021-02-10T19:00:28Z,Brasília,Joss Whedon,18706
2021-02-10T19:00:28Z,Marseille,Joss Whedon,18808
2021-02-10T19:00:28Z,Porto Alegre,Joss Whedon,18706
2021-02-10T19:00:28Z,Belo Horizonte,Joss Whedon,18706
2021-02-10T19:00:29Z,Austin,Joss Whedon,18706
2021-02-10T19:00:29Z,Madrid,Joss Whedon,18706
2021-02-10T19:00:30Z,Belfast,Joss Whedon,18706
2021-02-10T19:00:30Z,Raleigh,Joss Whedon,18706
2021-02-10T19:00:30Z,Seattle,Joss Whedon,18706
2021-02-10T19:00:30Z,Richmond,Joss Whedon,18706
2021-02-10T19:00:30Z,Worldwide,Joss Whedon,18706
2021-02-10T19:00:30Z,Greensboro,Joss Whedon,18706
2021-02-10T19:00:30Z,Manchester,Joss Whedon,18706
2021-02-10T19:00:30Z,Portsmouth,Joss Whedon,18706
2021-02-10T19:00:30Z,Bournemouth,Joss Whedon,18706
2021-02-10T19:00:31Z,Atlanta,Joss Whedon,18706
2021-02-10T19:00:31Z,Honolulu,Joss Whedon,18706
2021-02-10T19:00:31Z,Mexicali,Joss Whedon,18706
2021-02-10T19:00:31Z,Charlotte,Joss Whedon,18706
2021-02-10T19:00:31Z,Albuquerque,Joss Whedon,18706
2021-02-10T19:00:31Z,Naucalpan de Juárez,Joss Whedon,18706
2021-02-10T20:00:35Z,Cardiff,Joss Whedon,24726
2021-02-10T20:00:35Z,Vancouver,Joss Whedon,24726
2021-02-10T20:00:35Z,Worldwide,Joss Whedon,24726
2021-02-10T20:00:35Z,Querétaro,Joss Whedon,24726
2021-02-10T20:00:35Z,Bournemouth,Joss Whedon,24726
2021-02-10T20:00:36Z,Barcelona,Joss Whedon,24726
2021-02-10T20:00:38Z,Leeds,Joss Whedon,24726
2021-02-10T20:00:38Z,Ottawa,Joss Whedon,24726
2021-02-10T20:00:38Z,Toronto,Joss Whedon,24726
2021-02-10T20:00:38Z,Plymouth,Joss Whedon,24726
2021-02-10T20:00:38Z,Winnipeg,Joss Whedon,24726
2021-02-10T20:00:38Z,Blackpool,Joss Whedon,24726
2021-02-10T20:00:38Z,Nottingham,Joss Whedon,24726
2021-02-10T20:00:39Z,London,Joss Whedon,24726
2021-02-10T20:00:39Z,Belfast,Joss Whedon,24726
2021-02-10T20:00:39Z,Swansea,Joss Whedon,24726
2021-02-10T20:00:39Z,São Luís,Joss Whedon,24726
2021-02-10T20:00:40Z,Recife,Joss Whedon,24726
2021-02-10T20:00:40Z,Tijuana,Joss Whedon,24726
2021-02-10T20:00:40Z,Campinas,Joss Whedon,24726
2021-02-10T20:00:40Z,Ecatepec de Morelos,Joss Whedon,24726
2021-02-10T20:00:41Z,Lyon,Joss Whedon,24726
2021-02-10T20:00:41Z,Lille,Joss Whedon,24726
2021-02-10T20:00:41Z,Dublin,Joss Whedon,24726
2021-02-10T20:00:41Z,Manaus,Joss Whedon,24726
2021-02-10T20:00:42Z,Murcia,Joss Whedon,24726
2021-02-10T20:00:42Z,Detroit,Joss Whedon,24726
2021-02-10T20:00:42Z,Memphis,Joss Whedon,24726
2021-02-10T20:00:42Z,Seville,Joss Whedon,24726
2021-02-10T20:00:42Z,Columbus,Joss Whedon,24726
2021-02-10T20:00:42Z,Mexico City,Joss Whedon,24726
2021-02-10T20:00:42Z,Jacksonville,Joss Whedon,24726
2021-02-10T20:00:42Z,Colorado Springs,Joss Whedon,24726
2021-02-10T20:00:43Z,Orlando,Joss Whedon,24726
2021-02-10T20:00:43Z,Nashville,Joss Whedon,24726
2021-02-10T21:00:12Z,Quebec,Joss Whedon,31922
2021-02-10T21:00:14Z,Atlanta,Joss Whedon,31922
2021-02-10T21:00:16Z,Sheffield,Joss Whedon,31922
2021-02-10T21:00:17Z,London,Joss Whedon,31989
2021-02-10T21:00:17Z,Montreal,Joss Whedon,31922
2021-02-10T21:00:17Z,Chihuahua,Joss Whedon,31922
2021-02-10T21:00:17Z,Aguascalientes,Joss Whedon,31922
2021-02-10T21:00:17Z,Naucalpan de Juárez,Joss Whedon,31922
2021-02-10T21:00:18Z,Salvador,Joss Whedon,31922
2021-02-10T21:00:18Z,São Paulo,Joss Whedon,31922
2021-02-10T21:00:18Z,Porto Alegre,Joss Whedon,31922
2021-02-10T21:00:19Z,Dublin,Joss Whedon,31922
2021-02-10T21:00:20Z,Mesa,Joss Whedon,31922
2021-02-10T21:00:20Z,Detroit,Joss Whedon,31922
2021-02-10T21:00:20Z,Jackson,Joss Whedon,31922
2021-02-10T21:00:20Z,Portland,Joss Whedon,31922
2021-02-10T21:00:20Z,Birmingham,Joss Whedon,31922
2021-02-10T21:00:20Z,Baton Rouge,Joss Whedon,31922
2021-02-10T21:00:20Z,New Orleans,Joss Whedon,31922
2021-02-10T21:00:20Z,Indianapolis,Joss Whedon,31922
2021-02-10T21:00:20Z,United States,Joss Whedon,31922
2021-02-10T21:00:20Z,United Kingdom,Joss Whedon,31989
2021-02-10T21:00:21Z,Brazil,Joss Whedon,31922
2021-02-10T21:00:21Z,San Jose,Joss Whedon,31922
2021-02-10T21:00:21Z,St. Louis,Joss Whedon,31990
2021-02-10T21:00:21Z,Providence,Joss Whedon,31922
2021-02-10T21:00:21Z,Oklahoma City,Joss Whedon,31989
2021-02-10T21:00:27Z,Glasgow,Joss Whedon,31989
2021-02-10T21:00:27Z,Mérida,Joss Whedon,31922
2021-02-10T21:00:27Z,Blackpool,Joss Whedon,31922
2021-02-10T21:00:27Z,Leicester,Joss Whedon,31922
2021-02-10T21:00:27Z,Vancouver,Joss Whedon,31922
2021-02-10T21:00:27Z,Worldwide,Joss Whedon,31922
2021-02-10T21:00:27Z,Minneapolis,Joss Whedon,31922
2021-02-10T22:00:19Z,Hull,Joss Whedon,38378
2021-02-10T22:00:19Z,Edmonton,Joss Whedon,38378
2021-02-10T22:00:19Z,Vancouver,Joss Whedon,38378
2021-02-10T22:00:20Z,Cork,Joss Whedon,38378
2021-02-10T22:00:20Z,Dublin,Joss Whedon,38378
2021-02-10T22:00:20Z,Fortaleza,Joss Whedon,38378
2021-02-10T22:00:20Z,Rio de Janeiro,Joss Whedon,38378
2021-02-10T22:00:21Z,Bordeaux,Joss Whedon,38378
2021-02-10T22:00:21Z,Chihuahua,Joss Whedon,38440
2021-02-10T22:00:21Z,Marseille,Joss Whedon,38440
2021-02-10T22:00:21Z,Mexico City,Joss Whedon,38378
2021-02-10T22:00:21Z,Aguascalientes,Joss Whedon,38378
2021-02-10T22:00:22Z,Puebla,Joss Whedon,38440
2021-02-10T22:00:22Z,Recife,Joss Whedon,38378
2021-02-10T22:00:22Z,Curitiba,Joss Whedon,38378
2021-02-10T22:00:22Z,Porto Alegre,Joss Whedon,38378
2021-02-10T22:00:23Z,Chicago,Joss Whedon,38378
2021-02-10T22:00:23Z,Houston,Joss Whedon,38378
2021-02-10T22:00:23Z,Louisville,Joss Whedon,38378
2021-02-10T22:00:24Z,Perth,Joss Whedon,38440
2021-02-10T22:00:24Z,Brisbane,Joss Whedon,38378
