_dt,location,trend,tweet_volume
2021-02-10T22:00:25Z,Colorado Springs,Joss Whedon,38378
2021-02-10T23:01:39Z,Calgary,Joss Whedon,43564
2021-02-10T23:01:39Z,Edmonton,Joss Whedon,43564
2021-02-10T23:01:39Z,Edinburgh,Joss Whedon,43564
2021-02-10T23:01:39Z,Newcastle,Joss Whedon,43500
2021-02-10T23:01:39Z,Birmingham,Joss Whedon,43564
2021-02-10T23:01:40Z,Bristol,Joss Whedon,43564
2021-02-10T23:01:40Z,Brighton,Joss Whedon,43564
2021-02-10T23:01:40Z,Mexicali,Joss Whedon,43564
2021-02-10T23:01:40Z,Middlesbrough,Joss Whedon,43564
2021-02-10T23:01:40Z,Stoke-on-Trent,Joss Whedon,43564
2021-02-10T23:01:41Z,Mérida,Joss Whedon,43564
2021-02-10T23:01:41Z,Brisbane,Joss Whedon,43500
2021-02-10T23:01:42Z,Derby,Joss Whedon,43564
2021-02-10T23:01:42Z,Leeds,Joss Whedon,43500
2021-02-10T23:01:42Z,Lille,Joss Whedon,43564
2021-02-10T23:01:42Z,Manila,Joss Whedon,43564
2021-02-10T23:01:42Z,Quezon City,Joss Whedon,43564
2021-02-10T23:01:43Z,Cardiff,Joss Whedon,43564
2021-02-10T23:01:43Z,El Paso,Joss Whedon,43564
2021-02-10T23:01:43Z,Preston,Joss Whedon,43564
2021-02-10T23:01:43Z,Plymouth,Joss Whedon,43564
2021-02-10T23:01:43Z,Winnipeg,Joss Whedon,43564
2021-02-10T23:01:43Z,Leicester,Joss Whedon,43564
2021-02-10T23:01:43Z,Nottingham,Joss Whedon,43564
2021-02-10T23:01:44Z,Mesa,Joss Whedon,43564
2021-02-10T23:01:44Z,Delhi,Joss Whedon,43564
2021-02-10T23:01:44Z,Mumbai,Joss Whedon,43564
2021-02-10T23:01:44Z,Quebec,Joss Whedon,43564
2021-02-10T23:01:44Z,Chennai,Joss Whedon,43564
2021-02-10T23:01:44Z,Raleigh,Joss Whedon,43564
2021-02-10T23:01:44Z,Acapulco,Joss Whedon,43564
2021-02-10T23:01:44Z,Australia,Joss Whedon,43564
2021-02-10T23:01:44Z,Baltimore,Joss Whedon,43564
2021-02-10T23:01:44Z,Charlotte,Joss Whedon,43564
2021-02-10T23:01:44Z,Hermosillo,Joss Whedon,43500
2021-02-10T23:01:44Z,Providence,Joss Whedon,43564
2021-02-10T23:01:45Z,France,Joss Whedon,43564
2021-02-10T23:01:45Z,Tijuana,Joss Whedon,43564
2021-02-10T23:01:45Z,Sheffield,Joss Whedon,43564
2021-02-10T23:01:45Z,Manchester,Joss Whedon,43564
2021-02-10T23:01:45Z,Tallahassee,Joss Whedon,43564
2021-02-10T23:01:45Z,Nezahualcóyotl,Joss Whedon,43564
2021-02-11T00:00:09Z,Cardiff,Joss Whedon,46786
2021-02-11T00:00:09Z,Zapopan,Joss Whedon,46786
2021-02-11T00:00:09Z,Hermosillo,Joss Whedon,46786
2021-02-11T00:00:09Z,Edinburgh,Joss Whedon,46786
2021-02-11T00:00:09Z,Rennes,Joss Whedon,46786
2021-02-11T00:00:09Z,Leeds,Joss Whedon,46786
2021-02-11T00:00:10Z,Paris,Joss Whedon,46786
2021-02-11T00:00:10Z,Campinas,Joss Whedon,46786
2021-02-11T00:00:10Z,Marseille,Joss Whedon,46786
2021-02-11T00:00:11Z,Preston,Joss Whedon,46786
2021-02-11T00:00:11Z,Toulouse,Joss Whedon,46786
2021-02-11T00:00:11Z,Middlesbrough,Joss Whedon,46786
2021-02-11T00:00:12Z,Perth,Joss Whedon,46786
2021-02-11T00:00:12Z,Canberra,Joss Whedon,46786
2021-02-11T00:00:13Z,New Haven,Joss Whedon,46822
2021-02-11T00:00:13Z,Auckland,Joss Whedon,46786
2021-02-11T00:00:13Z,Chicago,Joss Whedon,46786
2021-02-11T00:00:13Z,Nashville,Joss Whedon,46786
2021-02-11T00:00:13Z,Kolkata,Joss Whedon,46822
2021-02-11T00:00:13Z,Fresno,Joss Whedon,46786
2021-02-11T00:00:13Z,Minneapolis,Joss Whedon,46786
2021-02-11T00:00:13Z,Birmingham,Joss Whedon,46786
2021-02-11T00:00:13Z,Charlotte,Joss Whedon,46786
2021-02-11T00:00:13Z,Dallas-Ft. Worth,Joss Whedon,46786
2021-02-11T00:00:14Z,Long Beach,Joss Whedon,46786
2021-02-11T00:00:14Z,Pittsburgh,Joss Whedon,46786
2021-02-11T00:00:14Z,Seattle,Joss Whedon,46786
2021-02-11T00:00:14Z,Mexico,Joss Whedon,46786
2021-02-11T00:00:14Z,San Francisco,Joss Whedon,46786
2021-02-11T00:00:14Z,Orlando,Joss Whedon,46786
2021-02-11T00:00:14Z,New Orleans,Joss Whedon,46786
2021-02-11T00:00:14Z,Omaha,Joss Whedon,46786
2021-02-11T00:00:14Z,New York,Joss Whedon,46786
2021-02-11T00:00:14Z,Australia,Joss Whedon,46786
2021-02-11T01:00:16Z,Edinburgh,Joss Whedon,49978
2021-02-11T01:00:16Z,Puerto Rico,Joss Whedon,49978
2021-02-11T01:00:16Z,Canberra,Joss Whedon,49978
2021-02-11T01:00:17Z,Detroit,Joss Whedon,49978
2021-02-11T01:00:17Z,Philadelphia,Joss Whedon,49978
2021-02-11T01:00:17Z,France,Joss Whedon,49978
2021-02-11T01:00:17Z,Minneapolis,Joss Whedon,49978
2021-02-11T01:00:17Z,El Paso,Joss Whedon,49978
2021-02-11T01:00:17Z,Honolulu,Joss Whedon,49978
2021-02-11T01:00:17Z,Indianapolis,Joss Whedon,49978
2021-02-11T01:00:18Z,Ireland,Joss Whedon,49978
2021-02-11T01:00:18Z,Harrisburg,Joss Whedon,49978
2021-02-11T01:00:18Z,Mesa,Joss Whedon,49978
2021-02-11T01:00:18Z,United Kingdom,Joss Whedon,49978
2021-02-11T01:00:19Z,Sweden,Joss Whedon,49978
2021-02-11T01:00:21Z,Providence,Joss Whedon,49978
2021-02-11T01:00:22Z,Darwin,Joss Whedon,49978
2021-02-11T01:00:22Z,Tampa,Joss Whedon,49978
2021-02-11T01:00:23Z,Canada,Joss Whedon,49978
2021-02-11T01:00:30Z,Gothenburg,Joss Whedon,49978
2021-02-11T01:00:32Z,Memphis,Joss Whedon,49999
2021-02-11T02:00:08Z,Bournemouth,Joss Whedon,52741
2021-02-11T02:00:08Z,Brighton,Joss Whedon,52701
2021-02-11T02:00:08Z,Hull,Joss Whedon,52701
2021-02-11T02:00:08Z,Edinburgh,Joss Whedon,52701
2021-02-11T02:00:08Z,Leicester,Joss Whedon,52701
2021-02-11T02:00:09Z,Galway,Joss Whedon,52701
2021-02-11T02:00:09Z,Cork,Joss Whedon,52701
2021-02-11T02:00:09Z,Bordeaux,Joss Whedon,52701
2021-02-11T02:00:10Z,Bremen,Joss Whedon,52701
2021-02-11T02:00:11Z,Cardiff,Joss Whedon,52701
2021-02-11T02:00:11Z,Calgary,Joss Whedon,52701
2021-02-11T02:00:11Z,Blackpool,Joss Whedon,52701
2021-02-11T02:00:12Z,Belfast,Joss Whedon,52701
2021-02-11T02:00:12Z,Milan,Joss Whedon,52701
2021-02-11T02:00:12Z,Genoa,Joss Whedon,52701
2021-02-11T02:00:12Z,Preston,Joss Whedon,52741
2021-02-11T02:00:12Z,Lyon,Joss Whedon,52701
2021-02-11T02:00:12Z,Munich,Joss Whedon,52701
2021-02-11T02:00:12Z,Sheffield,Joss Whedon,52741
2021-02-11T02:00:14Z,Swansea,Joss Whedon,52701
2021-02-11T03:00:18Z,Newcastle,Joss Whedon,54877
2021-02-11T03:00:18Z,Bristol,Joss Whedon,54920
2021-02-11T03:00:18Z,Leeds,Joss Whedon,54920
2021-02-11T03:00:19Z,Plymouth,Joss Whedon,54877
2021-02-11T03:00:20Z,Belfast,Joss Whedon,54920
2021-02-11T03:00:20Z,Frankfurt,Whedon,65359
2021-02-11T03:00:20Z,Preston,Joss Whedon,54921
2021-02-11T03:00:20Z,Bournemouth,Joss Whedon,54920
2021-02-11T03:00:20Z,Liverpool,Joss Whedon,54877
2021-02-11T03:00:20Z,Essen,Whedon,65359
2021-02-11T03:00:20Z,Middlesbrough,Joss Whedon,54920
2021-02-11T03:00:20Z,Stuttgart,Whedon,65359
2021-02-11T03:00:21Z,Cardiff,Joss Whedon,54877
2021-02-11T03:00:21Z,Darwin,Joss Whedon,54920
2021-02-11T03:00:21Z,El Paso,Joss Whedon,54877
2021-02-11T03:00:21Z,Birmingham,Joss Whedon,54877
2021-02-11T03:00:22Z,Glasgow,Joss Whedon,54877
2021-02-11T03:00:22Z,Edinburgh,Joss Whedon,54920
2021-02-11T03:00:22Z,Houston,Joss Whedon,54920
2021-02-11T03:00:22Z,Leicester,Joss Whedon,54920
2021-02-11T03:00:27Z,Brighton,Joss Whedon,54920
2021-02-11T03:00:27Z,Stoke-on-Trent,Joss Whedon,54877
2021-02-11T03:00:27Z,Coventry,Joss Whedon,54920
2021-02-11T03:00:27Z,Derby,Joss Whedon,54920
2021-02-11T04:00:09Z,Galway,Joss Whedon,57074
2021-02-11T04:00:10Z,Milan,Joss Whedon,57074
2021-02-11T04:00:15Z,Italy,Joss Whedon,57074
2021-02-11T04:00:30Z,Toronto,Joss Whedon,57105
2021-02-11T04:00:30Z,Bournemouth,Joss Whedon,57105
2021-02-11T04:00:30Z,Brighton,Joss Whedon,57105
2021-02-11T04:00:30Z,Blackpool,Joss Whedon,57105
2021-02-11T04:00:30Z,Birmingham,Joss Whedon,57105
2021-02-11T04:00:30Z,Derby,Joss Whedon,57105
2021-02-11T04:00:30Z,Leicester,Joss Whedon,57105
2021-02-11T04:00:31Z,Los Angeles,Joss Whedon,57105
2021-02-11T04:00:31Z,San Diego,Joss Whedon,57074
2021-02-11T04:00:31Z,London,Joss Whedon,57105
2021-02-11T04:00:31Z,Coventry,Joss Whedon,57105
2021-02-11T04:00:31Z,Swansea,Joss Whedon,57105
2021-02-11T05:00:09Z,Toronto,Joss Whedon,58628
2021-02-11T05:00:09Z,Cardiff,Joss Whedon,58628
2021-02-11T05:00:09Z,Brighton,Joss Whedon,58628
2021-02-11T05:00:09Z,Bristol,Joss Whedon,58628
2021-02-11T05:00:09Z,Plymouth,Joss Whedon,58628
2021-02-11T05:00:10Z,Nottingham,Joss Whedon,58628
2021-02-11T05:00:10Z,Edinburgh,Joss Whedon,58628
2021-02-11T05:00:10Z,Coventry,Joss Whedon,58647
2021-02-11T05:00:10Z,Swansea,Joss Whedon,58647
2021-02-11T05:00:11Z,Galway,Joss Whedon,58628
2021-02-11T05:00:12Z,Milan,Joss Whedon,58647
2021-02-11T05:00:12Z,Hull,Joss Whedon,58647
2021-02-11T05:00:12Z,Newcastle,Joss Whedon,58647
2021-02-11T05:00:12Z,Birmingham,Joss Whedon,58647
2021-02-11T05:00:12Z,Leicester,Joss Whedon,58628
2021-02-11T05:00:13Z,Fresno,Whedon,69790
2021-02-11T05:00:13Z,Brisbane,Joss Whedon,58628
2021-02-11T06:08:01Z,Galway,Whedon,71495
2021-02-11T06:08:12Z,Dublin,Whedon,71495
2021-02-11T06:08:17Z,Bristol,Joss Whedon,60060
2021-02-11T06:08:17Z,Derby,Joss Whedon,60060
2021-02-11T06:08:17Z,Leicester,Joss Whedon,60036
2021-02-13T12:00:18Z,Winnipeg,Whedon,17982
2021-02-13T13:00:08Z,Quebec,Whedon,17879
2021-03-18T08:00:09Z,Guarulhos,Joss Whedon,
2021-03-18T08:00:11Z,São Luís,Joss Whedon,
2021-03-18T09:00:16Z,Quebec,Joss Whedon,
2021-03-18T09:00:17Z,Winnipeg,Joss Whedon,
2021-03-18T09:00:18Z,Ottawa,Joss Whedon,
2021-03-18T09:00:23Z,Jackson,Joss Whedon,
2021-03-18T09:00:23Z,Nashville,Joss Whedon,
2021-03-18T09:00:23Z,Harrisburg,Joss Whedon,
2021-03-18T09:00:23Z,Pittsburgh,Joss Whedon,
2021-03-18T09:00:23Z,Kansas City,Joss Whedon,
2021-03-18T09:00:24Z,Seattle,Joss Whedon,
2021-03-18T09:00:24Z,Portland,Joss Whedon,
2021-03-18T09:00:29Z,Miami,Joss Whedon,
2021-03-18T09:00:29Z,Washington,Joss Whedon,
2021-03-18T09:00:30Z,Brazil,Joss Whedon,
2021-03-18T09:00:30Z,Canada,Joss Whedon,
2021-03-18T09:00:30Z,Edmonton,Joss Whedon,
2021-03-18T09:00:30Z,Montreal,Joss Whedon,
2021-03-18T10:00:10Z,Quebec,Whedon,
2021-03-18T10:00:11Z,Belém,Joss Whedon,
2021-03-18T10:00:14Z,Manaus,Joss Whedon,
2021-03-18T11:00:10Z,Vancouver,Whedon,
2021-03-18T11:00:12Z,Goiânia,Joss Whedon,
2021-03-18T11:00:12Z,Fortaleza,Joss Whedon,
2021-03-18T11:00:16Z,Toronto,Whedon,
2021-03-18T11:00:17Z,Edmonton,Whedon,
2021-03-18T12:00:22Z,Ottawa,Joss Whedon,
2021-03-18T12:00:22Z,Vancouver,Joss Whedon,
2021-03-18T12:00:23Z,Mexicali,Whedon,
2021-03-18T12:00:23Z,Hermosillo,Whedon,
2021-03-18T12:00:23Z,Mexico City,Whedon,
2021-03-18T12:00:24Z,Tijuana,Whedon,
2021-03-18T12:00:25Z,Guadalajara,Whedon,
2021-03-18T12:00:26Z,Fresno,Joss Whedon,
2021-03-18T12:00:26Z,Las Vegas,Joss Whedon,
2021-03-18T12:00:27Z,Mesa,Joss Whedon,
2021-03-18T12:00:27Z,Chicago,Joss Whedon,
2021-03-18T12:00:27Z,Orlando,Joss Whedon,
2021-03-18T12:00:27Z,Kansas City,Joss Whedon,
2021-03-18T12:00:40Z,Mexico,Whedon,
2021-03-18T12:00:42Z,Austin,Joss Whedon,
2021-03-18T12:00:42Z,Boston,Joss Whedon,
2021-03-18T12:00:42Z,Denver,Joss Whedon,
2021-03-18T12:00:42Z,Houston,Joss Whedon,
2021-03-18T12:00:42Z,Baltimore,Joss Whedon,
2021-03-18T12:00:42Z,Birmingham,Joss Whedon,
2021-03-18T12:00:42Z,Baton Rouge,Joss Whedon,
2021-03-18T12:00:43Z,New York,Joss Whedon,
2021-03-18T12:00:43Z,Portland,Joss Whedon,
2021-03-18T12:00:43Z,Sacramento,Joss Whedon,
2021-03-18T12:00:43Z,Minneapolis,Joss Whedon,
2021-03-18T12:00:43Z,Philadelphia,Joss Whedon,
2021-03-18T13:00:31Z,Vancouver,Whedon,
2021-03-18T13:00:32Z,Cardiff,Joss Whedon,
2021-03-18T13:00:32Z,Toronto,Whedon,
2021-03-18T13:00:32Z,Edinburgh,Joss Whedon,
2021-03-18T13:00:32Z,Newcastle,Joss Whedon,
2021-03-18T13:00:32Z,Sheffield,Joss Whedon,
2021-03-18T13:00:32Z,Middlesbrough,Joss Whedon,
2021-03-18T13:00:33Z,Belém,Joss Whedon,
2021-03-18T13:00:33Z,London,Joss Whedon,
2021-03-18T13:00:33Z,Morelia,Whedon,
2021-03-18T13:00:33Z,Acapulco,Whedon,
2021-03-18T13:00:33Z,Querétaro,Whedon,
2021-03-18T13:00:33Z,Aguascalientes,Whedon,
2021-03-18T13:00:33Z,Rio de Janeiro,Joss Whedon,
2021-03-18T13:00:34Z,Winnipeg,Whedon,
2021-03-18T13:00:34Z,Las Palmas,Whedon,
2021-03-18T13:00:34Z,São Paulo,Joss Whedon,
2021-03-18T13:00:35Z,Mérida,Whedon,
2021-03-18T13:00:35Z,Tijuana,Whedon,
2021-03-18T13:00:35Z,Monterrey,Whedon,
2021-03-18T13:00:35Z,Ecatepec de Morelos,Whedon,
2021-03-18T13:00:36Z,Goiânia,Joss Whedon,
2021-03-18T13:00:36Z,Guarulhos,Joss Whedon,
2021-03-18T13:00:36Z,Belo Horizonte,Joss Whedon,
2021-03-18T13:00:37Z,Bilbao,Whedon,
2021-03-18T13:00:37Z,Murcia,Whedon,
2021-03-18T13:00:37Z,Swansea,Joss Whedon,
2021-03-18T13:00:37Z,Hermosillo,Whedon,
2021-03-18T13:00:37Z,Guadalajara,Whedon,
2021-03-18T13:00:38Z,São Luís,Joss Whedon,
2021-03-18T13:00:38Z,Mexico City,Whedon,
2021-03-18T14:00:10Z,Aguascalientes,Whedon,10782
2021-03-18T14:00:11Z,Spain,Whedon,10782
2021-03-18T14:00:12Z,Mexico,Whedon,10782
2021-03-18T14:00:12Z,Atlanta,Joss Whedon,
2021-03-18T14:00:12Z,Chicago,Joss Whedon,
2021-03-18T14:00:12Z,El Paso,Joss Whedon,
2021-03-18T14:00:12Z,Norfolk,Joss Whedon,
2021-03-18T14:00:12Z,Columbus,Joss Whedon,
2021-03-18T14:00:12Z,Washington,Joss Whedon,
2021-03-18T14:00:12Z,San Francisco,Joss Whedon,
2021-03-18T14:00:13Z,Nashville,Joss Whedon,
2021-03-18T14:00:13Z,United Kingdom,Joss Whedon,
2021-03-18T14:00:15Z,Malaga,Whedon,10782
2021-03-18T14:00:15Z,Quebec,Whedon,10782
2021-03-18T14:00:16Z,Tijuana,Whedon,10782
2021-03-18T14:00:16Z,Mexicali,Whedon,10782
2021-03-18T14:00:16Z,Mexico City,Whedon,10782
2021-03-18T14:00:16Z,San Luis Potosí,Whedon,10782
2021-03-18T14:00:17Z,Raleigh,Joss Whedon,
2021-03-18T14:00:17Z,Pittsburgh,Joss Whedon,
2021-03-18T14:00:17Z,São Luís,Joss Whedon,
2021-03-18T14:00:17Z,Philadelphia,Joss Whedon,
2021-03-18T15:00:09Z,Edmonton,Joss Whedon,
2021-03-18T15:00:09Z,Portsmouth,Whedon,12451
2021-03-18T15:00:09Z,Bournemouth,Whedon,12451
2021-03-18T15:00:11Z,Leeds,Whedon,12451
2021-03-18T15:00:13Z,Honolulu,Joss Whedon,
2021-03-18T15:00:14Z,Madrid,Whedon,12421
2021-03-18T15:00:14Z,Atlanta,Joss Whedon,
2021-03-18T15:00:14Z,Brasília,Joss Whedon,
2021-03-18T15:00:15Z,Boston,Joss Whedon,
2021-03-18T15:00:15Z,Darwin,Whedon,12421
2021-03-18T15:00:15Z,Baltimore,Joss Whedon,
2021-03-18T16:00:22Z,Adelaide,Joss Whedon,
2021-03-18T16:00:23Z,Darwin,Joss Whedon,
2021-03-18T16:00:23Z,Calgary,Whedon,14139
2021-03-18T16:00:24Z,Palma,Whedon,14139
2021-03-18T16:00:24Z,Bilbao,Whedon,14017
2021-03-18T16:00:24Z,Las Palmas,Whedon,14139
2021-03-18T16:00:25Z,Bristol,Joss Whedon,
2021-03-18T16:00:25Z,Plymouth,Joss Whedon,
2021-03-18T16:00:26Z,Detroit,Joss Whedon,
2021-03-18T16:00:26Z,Honolulu,Joss Whedon,
2021-03-18T16:00:26Z,Cleveland,Joss Whedon,
2021-03-18T16:00:26Z,Louisville,Joss Whedon,
2021-03-18T16:00:26Z,Indianapolis,Joss Whedon,
2021-03-18T16:00:27Z,Denver,Joss Whedon,
2021-03-18T16:00:27Z,Tucson,Joss Whedon,
2021-03-18T16:00:27Z,Jackson,Joss Whedon,
2021-03-18T16:00:27Z,Orlando,Joss Whedon,
2021-03-18T16:00:27Z,Richmond,Joss Whedon,
2021-03-18T16:00:27Z,Harrisburg,Joss Whedon,
2021-03-18T16:00:27Z,Pittsburgh,Joss Whedon,
2021-03-18T16:00:27Z,Sacramento,Joss Whedon,
2021-03-18T16:00:27Z,Philadelphia,Joss Whedon,
2021-03-18T16:00:27Z,Virginia Beach,Joss Whedon,
2021-03-18T16:00:28Z,Miami,Joss Whedon,
2021-03-18T16:00:28Z,Boston,Joss Whedon,
2021-03-18T16:00:28Z,Fresno,Joss Whedon,
2021-03-18T16:00:28Z,St. Louis,Joss Whedon,
2021-03-18T16:00:28Z,Greensboro,Joss Whedon,
2021-03-18T16:00:28Z,Jacksonville,Joss Whedon,
2021-03-18T17:00:50Z,Edmonton,Whedon,15746
2021-03-18T17:00:50Z,Montreal,Whedon,15746
2021-03-18T17:00:51Z,Klang,Whedon,15623
2021-03-18T17:00:51Z,Brasília,Joss Whedon,10845
2021-03-18T17:00:51Z,Kuala Lumpur,Whedon,15623
2021-03-18T17:00:52Z,Jackson,Joss Whedon,10845
2021-03-18T17:00:53Z,Detroit,Joss Whedon,10845
2021-03-18T17:00:53Z,Kansas City,Joss Whedon,10845
2021-03-18T17:00:54Z,Las Vegas,Joss Whedon,10845
2021-03-18T17:00:54Z,Nashville,Joss Whedon,10845
2021-03-18T17:00:54Z,Long Beach,Joss Whedon,10845
2021-03-18T17:00:56Z,Quebec,Whedon,15746
2021-03-18T17:00:59Z,Oklahoma City,Joss Whedon,10845
2021-03-18T17:01:06Z,Calgary,Whedon,15746
2021-03-18T17:01:07Z,Recife,Joss Whedon,10845
2021-03-18T17:01:07Z,Belo Horizonte,Joss Whedon,10845
2021-03-18T17:01:08Z,Medan,Whedon,15623
2021-03-18T17:01:08Z,Bandung,Whedon,15623
2021-03-18T17:01:08Z,Surabaya,Whedon,15623
2021-03-18T17:01:08Z,Palembang,Whedon,15623
2021-03-18T17:01:09Z,Perth,Whedon,15623
2021-03-18T17:01:09Z,Sydney,Whedon,15746
2021-03-18T18:00:09Z,Quebec,Joss Whedon,11739
2021-03-18T18:00:09Z,Acapulco,Whedon,17150
2021-03-18T18:00:09Z,Querétaro,Whedon,17109
2021-03-18T18:00:09Z,Ciudad Juarez,Whedon,17109
2021-03-18T18:00:09Z,Aguascalientes,Whedon,17109
2021-03-18T18:00:10Z,Winnipeg,Joss Whedon,11739
2021-03-18T18:00:11Z,Depok,Whedon,17109
2021-03-18T18:00:11Z,Palma,Whedon,17150
2021-03-18T18:00:11Z,Jakarta,Whedon,17150
2021-03-18T18:00:11Z,Surabaya,Whedon,17109
2021-03-18T18:00:11Z,Melbourne,Joss Whedon,11739
2021-03-18T18:00:11Z,Las Palmas,Whedon,17109
2021-03-18T18:00:12Z,Bekasi,Whedon,17150
2021-03-18T18:00:12Z,Zaragoza,Whedon,17109
2021-03-18T18:00:12Z,Johor Bahru,Whedon,17109
2021-03-18T18:00:13Z,Medan,Whedon,17150
2021-03-18T18:00:13Z,Tangerang,Whedon,17150
2021-03-18T19:00:34Z,Palma,Whedon,18578
2021-03-18T19:00:35Z,Ipoh,Joss Whedon,12628
2021-03-18T19:00:35Z,Medan,Whedon,18601
2021-03-18T19:00:35Z,Acapulco,Whedon,18601
2021-03-18T19:00:35Z,Adelaide,Whedon,18601
2021-03-18T19:00:35Z,Makassar,Whedon,18601
2021-03-18T19:00:35Z,Semarang,Whedon,18601
2021-03-18T19:00:35Z,Surabaya,Whedon,18578
2021-03-18T19:00:36Z,Zapopan,Whedon,18601
2021-03-18T19:00:36Z,Mexicali,Whedon,18601
2021-03-18T19:00:36Z,Valencia,Whedon,18601
2021-03-18T19:00:36Z,Hermosillo,Whedon,18601
2021-03-18T20:00:17Z,Australia,Whedon,20305
2021-03-18T20:00:19Z,Spain,Whedon,20337
2021-03-18T21:00:11Z,Kajang,Joss Whedon,14929
2021-03-18T21:00:11Z,Malaga,Whedon,22509
2021-03-18T21:00:11Z,Murcia,Whedon,22474
2021-03-18T21:00:12Z,Canberra,Whedon,22474
2021-03-18T21:00:13Z,Barcelona,Whedon,22509
2021-03-18T22:00:10Z,Ipoh,Whedon,24692
2021-03-18T22:00:20Z,Davao City,Whedon,24692
2021-03-18T22:00:20Z,Quezon City,Whedon,24692
2021-03-18T22:00:21Z,Zamboanga City,Whedon,24692
2021-03-18T23:00:14Z,Guayaquil,Whedon,27001
2021-03-19T00:00:18Z,Jackson,Whedon,29326
2021-03-19T00:00:18Z,Honolulu,Whedon,29326
2021-03-19T00:00:18Z,Louisville,Whedon,29373
2021-03-19T00:00:29Z,Baltimore,Whedon,29373
2021-03-19T00:00:29Z,Providence,Whedon,29373
2021-03-19T00:00:30Z,Las Vegas,Whedon,29373
2021-03-19T00:00:30Z,Baton Rouge,Whedon,29373
2021-03-19T00:00:30Z,Oklahoma City,Whedon,29373
2021-03-19T01:00:22Z,Raleigh,Whedon,31481
2021-03-19T01:00:22Z,Baltimore,Whedon,31600
2021-03-19T01:01:07Z,United States,Whedon,31529
2021-03-19T02:00:08Z,Quebec,Whedon,33900
2021-03-19T02:00:08Z,Toronto,Whedon,33900
2021-03-19T02:00:08Z,Edmonton,Whedon,33900
2021-03-19T02:00:09Z,Dublin,Whedon,33900
2021-03-19T02:00:09Z,Calgary,Whedon,33900
2021-03-19T02:00:09Z,Montreal,Whedon,33900
2021-03-19T02:00:11Z,Brisbane,Whedon,33900
2021-03-19T02:00:11Z,Melbourne,Whedon,33759
2021-03-19T02:00:11Z,Las Palmas,Whedon,33900
2021-03-19T02:00:12Z,Sydney,Whedon,33900
2021-03-19T02:00:12Z,Seville,Whedon,33900
2021-03-19T03:02:18Z,Edmonton,Whedon,35774
2021-03-19T03:02:19Z,Palma,Whedon,35774
2021-03-19T03:02:19Z,Malaga,Whedon,35774
2021-03-19T03:02:19Z,Sydney,Whedon,35804
2021-03-19T03:02:19Z,Seville,Whedon,35774
2021-03-19T03:02:20Z,Konya,Joss Whedon,23822
2021-03-19T03:02:20Z,Gaziantep,Joss Whedon,23822
2021-03-19T03:02:20Z,Eskişehir,Joss Whedon,23822
2021-03-19T03:02:22Z,Adana,Joss Whedon,23822
2021-03-19T03:02:22Z,Bursa,Joss Whedon,23822
2021-03-19T03:02:22Z,Izmir,Joss Whedon,23840
2021-03-19T03:02:22Z,Mersin,Joss Whedon,23822
2021-03-19T04:00:14Z,Cardiff,Joss Whedon,25138
2021-03-19T04:00:15Z,Ottawa,Whedon,37985
2021-03-19T04:00:15Z,Quebec,Whedon,37985
2021-03-19T04:00:16Z,Edinburgh,Joss Whedon,25138
2021-03-19T04:00:16Z,Vancouver,Whedon,37985
2021-03-19T04:00:17Z,Swansea,Joss Whedon,25138
2021-03-19T04:00:26Z,Calgary,Whedon,37985
2021-03-19T04:00:28Z,Valencia,Whedon,37985
2021-03-19T05:03:04Z,Vancouver,Whedon,39928
2021-03-19T05:03:04Z,Manchester,Joss Whedon,26284
2021-03-19T05:03:06Z,Paris,Whedon,39928
2021-03-19T05:03:07Z,Bilbao,Whedon,39967
2021-03-19T05:03:07Z,Barcelona,Whedon,39928
2021-03-19T05:03:08Z,Cork,Whedon,39928
2021-03-19T05:03:08Z,Palma,Whedon,39928
2021-03-19T05:03:08Z,Edmonton,Whedon,39967
2021-03-19T05:03:09Z,Swansea,joss whedon,26305
2021-03-19T05:03:12Z,Dublin,Whedon,39928
2021-03-19T05:03:12Z,Ottawa,Whedon,39967
2021-03-19T05:03:13Z,Derby,Joss Whedon,26305
2021-03-19T05:03:13Z,Quebec,Whedon,39967
2021-03-19T05:03:13Z,Blackpool,Joss Whedon,26305
2021-03-19T05:03:14Z,Glasgow,joss whedon,26284
2021-03-19T05:03:14Z,Plymouth,Joss Whedon,26305
2021-03-19T05:03:14Z,Liverpool,Joss Whedon,26305
2021-03-19T05:03:15Z,Calgary,Whedon,39928
2021-03-19T05:03:16Z,Hull,joss whedon,26305
2021-03-19T05:03:16Z,Bristol,Joss Whedon,26305
2021-03-19T05:03:16Z,Coventry,Joss Whedon,26305
2021-03-19T05:03:17Z,Preston,Joss Whedon,26305
2021-03-19T05:03:18Z,Nantes,Whedon,39967
2021-03-19T06:04:43Z,Cardiff,Joss Whedon,27481
2021-03-19T06:04:43Z,Toronto,Whedon,41865
2021-03-19T06:04:44Z,Swansea,Joss Whedon,27481
2021-03-19T06:04:44Z,Blackpool,Joss Whedon,27481
2021-03-19T06:04:45Z,Valparaiso,Joss Whedon,27481
2021-03-19T06:04:46Z,Lyon,Whedon,41865
2021-03-19T06:04:47Z,Nantes,Whedon,41865
2021-03-19T06:04:47Z,Strasbourg,Whedon,41890
2021-03-19T06:04:47Z,Montpellier,Whedon,41865
2021-03-19T06:04:48Z,Bordeaux,Whedon,41890
